"state","pincode","year","quarter","rank","count","amount"
"gujarat","395003","2023","4",NULL,"426","536867"
"assam","781022","2024","1",NULL,"358","536755"
"kerala","695001","2024","2",NULL,"338","536754"
"andhra-pradesh","524002","2023","3",NULL,"482","536352"
"gujarat","382415","2022","4",NULL,"477","535626"
"jammu-&-kashmir","182101","2024","3",NULL,"307","534218"
"andhra-pradesh","516001","2023","3",NULL,"412","534212"
"bihar","800020","2022","2",NULL,"568","534170"
"gujarat","382350","2023","2",NULL,"440","532958"
"west-bengal","734006","2023","3",NULL,"499","532904"
"west-bengal","734006","2023","1",NULL,"480","532468"
"bihar","842001","2024","2",NULL,"397","531057"
"andhra-pradesh","520010","2024","1",NULL,"480","529119"
"kerala","695001","2022","4",NULL,"432","528333"
"uttar-pradesh","201009","2021","3",NULL,"696","527923"
"uttarakhand","244713","2024","2",NULL,"340","527909"
"jharkhand","834002","2023","3",NULL,"447","527439"
"andhra-pradesh","530016","2023","2",NULL,"452","526796"
"madhya-pradesh","452003","2023","1",NULL,"404","526661"
"uttarakhand","249403","2024","3",NULL,"323","526373"
"kerala","695001","2024","3",NULL,"336","526038"
"west-bengal","700039","2022","3",NULL,"417","525970"
"madhya-pradesh","452003","2023","2",NULL,"403","525938"
"andhra-pradesh","530026","2024","1",NULL,"466","524957"
"west-bengal","734006","2023","2",NULL,"460","524817"
"himachal-pradesh","173205","2024","2",NULL,"431","524663"
"assam","781022","2024","2",NULL,"281","524520"
"assam","781022","2023","2",NULL,"315","523785"
"punjab","140603","2022","4",NULL,"362","523737"
"bihar","800006","2023","2",NULL,"490","522347"
"kerala","682032","2023","3",NULL,"340","522245"
"andhra-pradesh","520001","2024","4",NULL,"540","521557"
"andaman-&-nicobar-islands","744103","2024","4",NULL,"369","521509"
"karnataka","560078","2021","1",NULL,"658","521459"
"jharkhand","826001","2023","1",NULL,"454","521038"
"chhattisgarh","491441","2024","2",NULL,"294","520905"
"uttar-pradesh","250002","2021","4",NULL,"452","520317"
"rajasthan","302029","2022","2",NULL,"343","520268"
"kerala","673592","2024","1",NULL,"293","520246"
"uttar-pradesh","247001","2021","4",NULL,"432","520181"
"gujarat","395007","2023","2",NULL,"399","520101"
"jharkhand","834009","2024","2",NULL,"299","519470"
"assam","781032","2023","1",NULL,"390","519186"
"karnataka","560078","2021","2",NULL,"652","519156"
"andhra-pradesh","520011","2023","1",NULL,"407","518326"
"uttarakhand","249403","2023","1",NULL,"257","518105"
"gujarat","395003","2023","1",NULL,"493","516547"
"andhra-pradesh","520007","2023","4",NULL,"407","516110"
"karnataka","560076","2021","1",NULL,"616","516089"
"uttarakhand","263139","2022","2",NULL,"353","515094"
"telangana","506011","2021","4",NULL,"528","514440"
"odisha","751017","2024","4",NULL,"328","513917"
"west-bengal","700052","2023","1",NULL,"436","513848"
"madhya-pradesh","462022","2022","4",NULL,"330","513575"
"andhra-pradesh","520010","2023","4",NULL,"389","513516"
"kerala","682020","2023","4",NULL,"356","512087"
"andhra-pradesh","520010","2024","2",NULL,"402","511790"
"telangana","500039","2021","4",NULL,"477","511150"
"west-bengal","711101","2023","2",NULL,"460","511039"
"andhra-pradesh","517507","2022","2",NULL,"376","510705"
"west-bengal","711101","2022","4",NULL,"509","510667"
"rajasthan","302020","2022","2",NULL,"382","510545"
"uttarakhand","263153","2023","3",NULL,"378","510338"
"andhra-pradesh","516001","2022","3",NULL,"443","510288"
"kerala","673008","2023","1",NULL,"324","510154"
"west-bengal","700150","2024","2",NULL,"408","510118"
"uttarakhand","249403","2024","1",NULL,"323","509717"
"west-bengal","700015","2022","4",NULL,"393","509298"
"bihar","842001","2023","2",NULL,"477","509103"
"gujarat","396191","2022","3",NULL,"430","508247"
"uttarakhand","263139","2021","4",NULL,"360","506724"
"madhya-pradesh","455001","2022","3",NULL,"345","506515"
"andhra-pradesh","524002","2022","3",NULL,"485","506293"
"jharkhand","827001","2024","3",NULL,"367","505841"
"jharkhand","834002","2022","4",NULL,"361","505664"
"assam","781022","2022","4",NULL,"373","505459"
"andhra-pradesh","516001","2023","2",NULL,"370","505187"
"rajasthan","302013","2022","3",NULL,"457","505124"
"jammu-&-kashmir","182101","2024","2",NULL,"263","505071"
"karnataka","560079","2021","1",NULL,"604","504737"
"gujarat","380058","2022","4",NULL,"387","503890"
"punjab","141008","2024","4",NULL,"375","503568"
"kerala","682025","2023","1",NULL,"365","502748"
"jharkhand","827013","2022","4",NULL,"316","501959"
"kerala","682032","2023","4",NULL,"356","501942"
"west-bengal","700135","2022","3",NULL,"335","501668"
"assam","781038","2023","3",NULL,"316","501522"
"jharkhand","827013","2023","1",NULL,"292","501165"
"jharkhand","832107","2023","3",NULL,"454","500594"
"chhattisgarh","495677","2024","3",NULL,"273","500017"
"gujarat","395007","2022","3",NULL,"453","499763"
"kerala","695001","2023","2",NULL,"357","499471"
"tamil-nadu","600099","2022","1",NULL,"404","499440"
"uttarakhand","248008","2024","1",NULL,"289","499268"
"gujarat","395002","2024","1",NULL,"488","499075"
"madhya-pradesh","452007","2023","1",NULL,"360","499025"
"rajasthan","302017","2022","3",NULL,"435","498721"
"west-bengal","700059","2023","3",NULL,"457","498211"
"tamil-nadu","600095","2022","3",NULL,"474","497702"
"kerala","682020","2024","2",NULL,"302","497500"
"tamil-nadu","600042","2022","2",NULL,"431","496998"
"bihar","844101","2024","1",NULL,"432","496698"
"kerala","695001","2023","1",NULL,"390","496587"
"west-bengal","700006","2022","4",NULL,"393","496216"
"chhattisgarh","491001","2023","3",NULL,"308","496165"
"andhra-pradesh","520010","2022","3",NULL,"463","496114"
"west-bengal","721101","2022","4",NULL,"438","496093"
"karnataka","560076","2020","4",NULL,"525","495928"
"kerala","682025","2022","4",NULL,"375","495748"
"madhya-pradesh","452003","2023","3",NULL,"339","495223"
"bihar","801503","2022","3",NULL,"439","495181"
"madhya-pradesh","474001","2023","1",NULL,"345","495162"
"bihar","848101","2024","1",NULL,"419","495114"
"assam","781032","2023","4",NULL,"366","494519"
"kerala","682032","2022","4",NULL,"339","494462"
"kerala","682507","2023","4",NULL,"373","493834"
"karnataka","560091","2021","1",NULL,"648","492850"
"tamil-nadu","600106","2022","3",NULL,"457","492680"
"kerala","695001","2022","3",NULL,"410","492523"
"tamil-nadu","600083","2022","3",NULL,"529","492326"
"west-bengal","700015","2023","3",NULL,"451","492303"
"chhattisgarh","492001","2022","2",NULL,"465","490898"
"west-bengal","711102","2022","4",NULL,"397","490722"
"west-bengal","700039","2022","4",NULL,"430","489960"
"kerala","695003","2024","3",NULL,"309","489120"
"rajasthan","302021","2022","3",NULL,"468","489058"
"gujarat","395010","2022","2",NULL,"544","488709"
"west-bengal","700015","2023","1",NULL,"450","487096"
"jharkhand","832108","2023","3",NULL,"432","486414"
"odisha","751019","2023","4",NULL,"330","486384"
"west-bengal","732101","2023","3",NULL,"461","486371"
"kerala","682035","2023","4",NULL,"324","486127"
"kerala","682020","2024","1",NULL,"350","485812"
"madhya-pradesh","474005","2023","3",NULL,"337","485795"
"uttarakhand","263148","2024","4",NULL,"296","485489"
"punjab","141001","2024","3",NULL,"272","485226"
"west-bengal","700059","2023","2",NULL,"381","484787"
"tamil-nadu","635126","2022","2",NULL,"398","484303"
"jharkhand","831004","2024","1",NULL,"350","484051"
"chhattisgarh","492001","2021","4",NULL,"394","483971"
"andhra-pradesh","524002","2023","1",NULL,"383","483768"
"dadra-&-nagar-haveli-&-daman-&-diu","396230","2023","2",NULL,"377","483708"
"delhi","110092","2021","3",NULL,"532","483473"
"andhra-pradesh","530026","2023","3",NULL,"520","483441"
"punjab","140308","2023","3",NULL,"302","483068"
"chhattisgarh","495001","2022","2",NULL,"407","482559"
"kerala","682025","2023","2",NULL,"352","482026"
"west-bengal","700015","2023","2",NULL,"369","481893"
"haryana","122006","2021","3",NULL,"806","481888"
"andhra-pradesh","520012","2023","1",NULL,"353","481246"
"bihar","842002","2023","2",NULL,"431","481174"
"west-bengal","712138","2021","3",NULL,"1350","480755"
"kerala","682032","2023","1",NULL,"330","480633"
"goa","403802","2024","4",NULL,"344","480595"
"andhra-pradesh","520011","2023","3",NULL,"524","479426"
"bihar","851101","2024","1",NULL,"403","479140"
"odisha","751003","2023","4",NULL,"324","479053"
"punjab","141008","2024","3",NULL,"343","479019"
"punjab","145001","2022","4",NULL,"302","478736"
"punjab","143001","2022","1",NULL,"290","478639"
"odisha","751024","2023","3",NULL,"333","478476"
"gujarat","396191","2022","2",NULL,"359","478286"
"andhra-pradesh","517501","2022","1",NULL,"352","477461"
"uttarakhand","247667","2022","4",NULL,"295","477217"
"odisha","751029","2023","4",NULL,"251","476694"
"assam","781040","2024","4",NULL,"272","476346"
"odisha","751024","2022","4",NULL,"420","476232"
"uttarakhand","263153","2022","4",NULL,"404","476117"
"chhattisgarh","491441","2023","4",NULL,"314","475881"
"goa","403601","2024","1",NULL,"402","475167"
"jammu-&-kashmir","182101","2023","4",NULL,"252","474854"
"uttarakhand","248007","2023","2",NULL,"286","474660"
"rajasthan","332001","2022","2",NULL,"412","474554"
"punjab","147001","2024","2",NULL,"222","474091"
"rajasthan","302015","2022","3",NULL,"481","473950"
"bihar","842001","2023","3",NULL,"413","473832"
"kerala","682042","2022","3",NULL,"346","473438"
"chhattisgarh","491001","2023","2",NULL,"287","473358"
"tamil-nadu","641602","2021","4",NULL,"469","473016"
"chhattisgarh","490023","2024","2",NULL,"286","472784"
"tamil-nadu","600056","2022","3",NULL,"457","472659"
"jharkhand","834008","2024","2",NULL,"347","471835"
"rajasthan","301019","2022","3",NULL,"457","471719"
"west-bengal","700046","2021","1",NULL,"750","471141"
"punjab","140603","2022","3",NULL,"383","471123"
"kerala","673008","2024","1",NULL,"309","470621"
"jharkhand","834002","2023","4",NULL,"408","470590"
"west-bengal","700091","2023","2",NULL,"374","469232"
"haryana","132001","2022","1",NULL,"478","469015"
"maharashtra","410206","2021","2",NULL,"654","468786"
"andhra-pradesh","524004","2021","4",NULL,"568","468698"
"uttarakhand","248007","2023","1",NULL,"244","468042"
"bihar","800007","2023","4",NULL,"405","467949"
"himachal-pradesh","173205","2023","2",NULL,"389","467736"
"bihar","801503","2022","1",NULL,"311","467728"
"karnataka","560037","2021","1",NULL,"530","467727"
"goa","403401","2024","4",NULL,"313","467674"
"uttarakhand","244713","2023","2",NULL,"253","467130"
"madhya-pradesh","482002","2022","3",NULL,"373","467038"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2024","1",NULL,"279","466913"
"gujarat","395003","2023","2",NULL,"435","466395"
"kerala","695014","2023","3",NULL,"301","465745"
"goa","403507","2024","4",NULL,"359","465694"
"punjab","143001","2021","4",NULL,"300","464854"
"jharkhand","832107","2023","4",NULL,"413","464732"
"odisha","751006","2024","1",NULL,"346","464142"
"andhra-pradesh","520011","2022","3",NULL,"444","463855"
"andhra-pradesh","520011","2023","4",NULL,"412","463576"
"odisha","768201","2024","4",NULL,"360","463244"
"gujarat","394221","2023","1",NULL,"473","463064"
"madhya-pradesh","452020","2022","4",NULL,"343","462629"
"tamil-nadu","600056","2022","1",NULL,"362","462493"
"rajasthan","302006","2022","3",NULL,"469","461881"
"karnataka","560079","2020","4",NULL,"565","461758"
"madhya-pradesh","452003","2022","4",NULL,"426","461088"
"odisha","751002","2023","1",NULL,"316","460909"
"assam","785001","2024","4",NULL,"243","460119"
"kerala","673638","2024","1",NULL,"318","459642"
"maharashtra","421302","2020","4",NULL,"609","459248"
"himachal-pradesh","174101","2024","4",NULL,"288","459214"
"gujarat","382350","2022","3",NULL,"427","459141"
"bihar","842001","2022","4",NULL,"404","458688"
"west-bengal","732101","2022","3",NULL,"420","458647"
"andhra-pradesh","530026","2022","4",NULL,"407","458462"
"chhattisgarh","493221","2024","4",NULL,"405","458299"
"madhya-pradesh","452010","2022","1",NULL,"387","458284"
"kerala","682032","2024","1",NULL,"339","458172"
"andhra-pradesh","530016","2022","2",NULL,"379","457895"
"assam","781022","2023","3",NULL,"306","457519"
"uttarakhand","248171","2023","4",NULL,"225","457393"
"uttarakhand","248008","2024","2",NULL,"226","457313"
"odisha","751012","2024","2",NULL,"232","456471"
"andaman-&-nicobar-islands","744103","2024","1",NULL,"302","456306"
"jammu-&-kashmir","180001","2024","3",NULL,"186","456233"
"andhra-pradesh","530026","2023","1",NULL,"367","455958"
"madhya-pradesh","452009","2022","3",NULL,"332","454942"
"goa","403601","2024","3",NULL,"367","454922"
"uttarakhand","247667","2023","1",NULL,"233","453941"
"gujarat","394230","2024","1",NULL,"502","453830"
"uttarakhand","247667","2023","3",NULL,"266","453804"
"assam","783380","2024","2",NULL,"261","453530"
"assam","781032","2022","4",NULL,"386","453000"
"jharkhand","834002","2023","1",NULL,"308","452977"
"assam","781038","2023","4",NULL,"293","452627"
"jharkhand","832108","2023","1",NULL,"377","452574"
"maharashtra","412105","2021","2",NULL,"713","452166"
"assam","781032","2023","2",NULL,"285","451697"
"karnataka","560079","2021","2",NULL,"545","451693"
"kerala","673016","2023","1",NULL,"293","451641"
"chhattisgarh","497001","2023","3",NULL,"278","451586"
"tamil-nadu","600095","2022","1",NULL,"384","451542"
"odisha","752002","2024","4",NULL,"281","450888"
"tamil-nadu","600053","2022","2",NULL,"363","450269"
"chhattisgarh","497001","2022","4",NULL,"277","449982"
"kerala","673032","2024","1",NULL,"318","449883"
"assam","781003","2024","3",NULL,"274","449785"
"kerala","673032","2024","2",NULL,"302","449779"
"uttarakhand","248171","2024","1",NULL,"226","449586"
"odisha","751021","2023","4",NULL,"281","449361"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2024","4",NULL,"227","449237"
"gujarat","395002","2023","1",NULL,"452","449111"
"punjab","147001","2023","2",NULL,"205","448816"
"chhattisgarh","490001","2024","3",NULL,"302","448703"
"madhya-pradesh","482001","2022","4",NULL,"314","448685"
"bihar","800020","2022","1",NULL,"479","448683"
"punjab","151005","2024","2",NULL,"242","448543"
"punjab","140308","2024","2",NULL,"259","448431"
"punjab","147001","2024","1",NULL,"230","448351"
"karnataka","560100","2021","2",NULL,"554","447886"
"odisha","768201","2024","3",NULL,"337","447863"
"punjab","141008","2023","1",NULL,"305","446979"
"maharashtra","421201","2021","3",NULL,"478","446433"
"delhi","110059","2021","1",NULL,"632","446103"
"tamil-nadu","600056","2022","2",NULL,"370","446024"
"andhra-pradesh","520010","2023","1",NULL,"377","446022"
"west-bengal","711101","2022","1",NULL,"394","445518"
"goa","403601","2023","2",NULL,"383","445452"
"andhra-pradesh","520011","2024","1",NULL,"372","445394"
"puducherry","605110","2023","4",NULL,"298","445364"
"kerala","673032","2022","4",NULL,"338","444592"
"rajasthan","302017","2022","1",NULL,"396","444162"
"bihar","800006","2022","3",NULL,"461","443836"
"uttarakhand","248002","2024","3",NULL,"242","443456"
"andhra-pradesh","520011","2023","2",NULL,"405","443320"
"kerala","682032","2024","2",NULL,"292","443017"
"puducherry","605110","2024","1",NULL,"337","442639"
"gujarat","395010","2022","1",NULL,"453","442586"
"odisha","751012","2023","4",NULL,"309","441879"
"andhra-pradesh","523002","2022","4",NULL,"488","441856"
"goa","403001","2024","4",NULL,"283","441785"
"assam","781001","2024","1",NULL,"338","441751"
"chandigarh","160101","2024","1",NULL,"252","441749"
"punjab","141001","2023","2",NULL,"226","441686"
"odisha","752101","2024","2",NULL,"252","441548"
"punjab","140301","2022","2",NULL,"261","441501"
"uttarakhand","244713","2023","3",NULL,"268","441427"
"west-bengal","700006","2022","3",NULL,"376","441328"
"tamil-nadu","600099","2022","2",NULL,"374","441077"
"jharkhand","834002","2023","2",NULL,"323","441029"
"karnataka","560064","2020","4",NULL,"402","440784"
"gujarat","395003","2022","3",NULL,"477","440524"
"jharkhand","826001","2022","2",NULL,"380","440449"
"uttar-pradesh","244001","2021","3",NULL,"796","440376"
"assam","782002","2024","1",NULL,"273","440229"
"tamil-nadu","641602","2022","2",NULL,"384","440095"
"kerala","673016","2023","3",NULL,"296","439379"
"jharkhand","831004","2023","4",NULL,"353","439314"
"andaman-&-nicobar-islands","744103","2024","2",NULL,"285","438830"
"assam","785001","2024","3",NULL,"205","438720"
"assam","781032","2023","3",NULL,"345","438318"
"uttarakhand","248121","2024","4",NULL,"248","438079"
"assam","785001","2023","4",NULL,"286","437885"
"karnataka","560043","2020","4",NULL,"495","437875"
"jharkhand","834008","2022","4",NULL,"275","437708"
"andhra-pradesh","530026","2022","3",NULL,"421","437652"
"gujarat","395003","2022","4",NULL,"432","437321"
"madhya-pradesh","452016","2022","2",NULL,"255","437268"
"punjab","140307","2024","1",NULL,"192","437105"
"odisha","759122","2024","4",NULL,"346","436905"
"punjab","140308","2024","1",NULL,"241","436732"
"punjab","141008","2024","1",NULL,"326","436149"
"bihar","800002","2023","2",NULL,"317","435701"
"rajasthan","302020","2022","1",NULL,"324","435025"
"kerala","673032","2023","3",NULL,"374","434950"
"assam","782003","2024","1",NULL,"268","434925"
"bihar","842002","2024","1",NULL,"398","434633"
"tamil-nadu","635109","2021","4",NULL,"356","434613"
"odisha","751030","2024","3",NULL,"246","434590"
"chhattisgarh","490006","2022","4",NULL,"282","434467"
"jharkhand","832108","2022","4",NULL,"363","434287"
"jammu-&-kashmir","180004","2024","3",NULL,"220","434152"
"kerala","695014","2023","1",NULL,"289","433851"
"chandigarh","160101","2024","3",NULL,"272","433778"
"haryana","122003","2021","4",NULL,"468","433551"
"chhattisgarh","496005","2023","4",NULL,"345","433449"
"punjab","141001","2024","4",NULL,"269","433272"
"odisha","751010","2024","4",NULL,"280","433213"
"odisha","751012","2024","1",NULL,"312","433196"
"kerala","682020","2022","4",NULL,"297","433136"
"kerala","673032","2023","1",NULL,"360","433069"
"bihar","800002","2022","4",NULL,"343","433027"
"chhattisgarh","497001","2023","1",NULL,"246","432698"
"andhra-pradesh","520011","2022","4",NULL,"413","432671"
"gujarat","395006","2022","2",NULL,"497","432554"
"dadra-&-nagar-haveli-&-daman-&-diu","396230","2022","3",NULL,"385","432488"
"jharkhand","832108","2023","2",NULL,"463","432051"
"himachal-pradesh","174101","2024","3",NULL,"244","432025"
"odisha","751024","2022","3",NULL,"355","431951"
"assam","781019","2024","4",NULL,"228","430692"
"west-bengal","711101","2022","3",NULL,"445","430598"
"odisha","751019","2023","2",NULL,"284","430138"
"gujarat","382350","2022","1",NULL,"316","429910"
"chhattisgarh","491001","2022","4",NULL,"284","429780"
"rajasthan","302029","2022","1",NULL,"311","429653"
"goa","403401","2022","4",NULL,"270","429318"
"punjab","141001","2024","1",NULL,"214","428998"
"west-bengal","732101","2022","4",NULL,"416","428675"
"himachal-pradesh","173025","2024","4",NULL,"211","428600"
"chhattisgarh","491441","2024","1",NULL,"350","427895"
"goa","403401","2023","4",NULL,"262","427814"
"tamil-nadu","600042","2022","1",NULL,"421","427746"
"punjab","151001","2023","4",NULL,"208","427553"
"goa","403516","2024","3",NULL,"216","427117"
"assam","781011","2023","4",NULL,"267","426412"
"kerala","682507","2024","2",NULL,"288","426370"
"tamil-nadu","600091","2022","2",NULL,"360","425933"
"west-bengal","700015","2022","3",NULL,"376","425286"
"madhya-pradesh","452010","2022","2",NULL,"412","425203"
"chandigarh","160101","2023","4",NULL,"269","425028"
"himachal-pradesh","173205","2023","1",NULL,"325","424721"
"kerala","682025","2022","3",NULL,"314","424692"
"punjab","141008","2023","2",NULL,"323","423619"
"bihar","800006","2023","1",NULL,"433","422875"
"bihar","801505","2023","3",NULL,"392","422817"
"andhra-pradesh","523002","2022","1",NULL,"418","422786"
"bihar","844101","2023","3",NULL,"368","421782"
"assam","781032","2022","1",NULL,"277","421464"
"jharkhand","831012","2023","4",NULL,"336","421307"
"assam","781038","2023","1",NULL,"314","420735"
"west-bengal","700156","2022","2",NULL,"284","420657"
"chhattisgarh","491001","2023","1",NULL,"266","420278"
"west-bengal","732101","2023","2",NULL,"370","418773"
"gujarat","394221","2024","1",NULL,"467","418678"
"andhra-pradesh","520001","2023","4",NULL,"369","418525"
"delhi","110053","2021","3",NULL,"556","417908"
"andhra-pradesh","520007","2023","1",NULL,"345","417747"
"delhi","110084","2021","3",NULL,"611","417715"
"uttarakhand","249403","2023","4",NULL,"286","417297"
"uttarakhand","244713","2022","4",NULL,"277","416617"
"assam","781038","2023","2",NULL,"210","416205"
"uttar-pradesh","250001","2021","3",NULL,"372","415818"
"maharashtra","410206","2021","3",NULL,"487","415689"
"rajasthan","302021","2022","2",NULL,"328","415470"
"west-bengal","700135","2022","1",NULL,"306","415448"
"andaman-&-nicobar-islands","744103","2023","4",NULL,"268","415144"
"jharkhand","832107","2023","2",NULL,"399","415090"
"jammu-&-kashmir","182101","2024","1",NULL,"233","414876"
"delhi","110043","2021","3",NULL,"405","414698"
"tamil-nadu","600100","2021","4",NULL,"308","414373"
"assam","783380","2024","4",NULL,"293","414257"
"haryana","123401","2021","3",NULL,"438","414246"
"goa","403001","2024","2",NULL,"266","414095"
"chandigarh","160002","2024","4",NULL,"281","413943"
"karnataka","560058","2021","1",NULL,"594","413435"
"jharkhand","831012","2023","2",NULL,"360","413272"
"andhra-pradesh","520007","2022","1",NULL,"294","413180"
"madhya-pradesh","452016","2022","1",NULL,"249","413080"
"odisha","751024","2023","1",NULL,"337","412773"
"chhattisgarh","495001","2022","1",NULL,"262","412528"
"west-bengal","700019","2023","3",NULL,"427","412341"
"bihar","800007","2023","2",NULL,"315","412062"
"goa","403802","2024","3",NULL,"323","411663"
"andhra-pradesh","520010","2022","2",NULL,"394","411471"
"odisha","758035","2024","2",NULL,"242","411266"
"jharkhand","831012","2023","1",NULL,"344","410953"
"punjab","141001","2024","2",NULL,"227","410925"
"gujarat","382481","2022","3",NULL,"349","410861"
"goa","403001","2023","4",NULL,"266","410804"
"andhra-pradesh","523002","2022","2",NULL,"318","410402"
"tamil-nadu","600004","2022","1",NULL,"360","410225"
"gujarat","394230","2023","1",NULL,"410","409772"
"puducherry","605009","2024","3",NULL,"287","408837"
"andhra-pradesh","524004","2022","3",NULL,"392","408836"
"chhattisgarh","495450","2022","4",NULL,"294","408689"
"andhra-pradesh","530016","2022","3",NULL,"420","408060"
"rajasthan","302006","2022","1",NULL,"297","407942"
"delhi","110044","2021","3",NULL,"502","407754"
"gujarat","382415","2022","2",NULL,"369","407746"
"maharashtra","410206","2021","1",NULL,"499","407630"
"kerala","682032","2023","2",NULL,"309","407445"
"maharashtra","421201","2021","2",NULL,"597","407263"
"telangana","502032","2021","2",NULL,"403","406899"
"goa","403601","2023","1",NULL,"355","406884"
"assam","781038","2022","4",NULL,"347","406810"
"karnataka","560091","2020","4",NULL,"452","406737"
"west-bengal","700019","2022","3",NULL,"385","406687"
"punjab","140307","2024","2",NULL,"189","406609"
"bihar","812001","2022","4",NULL,"318","406355"
"jammu-&-kashmir","192303","2024","4",NULL,"159","406256"
"rajasthan","302016","2022","1",NULL,"287","405949"
"punjab","141008","2023","4",NULL,"281","405929"
"delhi","110041","2021","3",NULL,"440","405874"
"punjab","140603","2022","2",NULL,"265","405702"
"maharashtra","411033","2021","2",NULL,"722","405598"
"himachal-pradesh","174101","2024","1",NULL,"241","405555"
"uttarakhand","244713","2023","1",NULL,"230","405294"
"himachal-pradesh","173205","2022","3",NULL,"371","404794"
"himachal-pradesh","173025","2024","1",NULL,"234","404598"
"assam","781032","2024","2",NULL,"298","404482"
"kerala","682020","2023","1",NULL,"324","404398"
"punjab","151005","2022","4",NULL,"236","403855"
"uttarakhand","248007","2023","3",NULL,"272","403811"
"andhra-pradesh","516001","2022","1",NULL,"346","403725"
"gujarat","396191","2021","4",NULL,"368","403351"
"kerala","682024","2022","3",NULL,"266","403226"
"punjab","141001","2023","4",NULL,"243","402919"
"assam","781028","2024","1",NULL,"276","402776"
"west-bengal","734006","2022","1",NULL,"439","402290"
"chandigarh","160047","2024","1",NULL,"180","402149"
"jharkhand","832107","2022","4",NULL,"273","401631"
"chandigarh","160002","2024","3",NULL,"257","401173"
"rajasthan","302001","2022","2",NULL,"357","401107"
"andhra-pradesh","524002","2022","2",NULL,"347","400810"
"delhi","110042","2021","3",NULL,"494","400671"
"haryana","121003","2021","3",NULL,"462","400611"
"odisha","760001","2024","3",NULL,"247","400093"
"gujarat","382415","2022","1",NULL,"293","400080"
"rajasthan","301019","2022","2",NULL,"324","400016"
"gujarat","394210","2021","4",NULL,"374","399641"
"jharkhand","834008","2023","3",NULL,"337","399455"
"west-bengal","700006","2023","2",NULL,"358","399440"
"karnataka","560078","2020","4",NULL,"536","398681"
"gujarat","395007","2022","2",NULL,"350","398670"
"chandigarh","160047","2023","4",NULL,"175","398113"
"kerala","673008","2023","2",NULL,"278","398034"
"kerala","673638","2024","2",NULL,"277","397827"
"west-bengal","700091","2022","3",NULL,"331","397082"
"chhattisgarh","493221","2024","1",NULL,"349","396903"
"odisha","751019","2023","3",NULL,"267","396391"
"jharkhand","831001","2022","2",NULL,"342","396100"
"goa","403001","2024","1",NULL,"266","395765"
"andhra-pradesh","530026","2024","2",NULL,"406","395729"
"punjab","151005","2023","3",NULL,"237","395322"
"uttarakhand","248008","2023","4",NULL,"211","395286"
"bihar","800026","2023","3",NULL,"383","394991"
"gujarat","396191","2022","1",NULL,"322","394832"
"haryana","122001","2021","2",NULL,"566","394802"
"andhra-pradesh","530016","2022","1",NULL,"349","394098"
"andhra-pradesh","517501","2021","4",NULL,"372","394057"
"rajasthan","334001","2022","2",NULL,"309","393228"
"assam","783370","2024","4",NULL,"221","393094"
"punjab","147001","2024","3",NULL,"248","392847"
"karnataka","560037","2021","2",NULL,"505","392580"
"himachal-pradesh","173205","2023","3",NULL,"349","392065"
"kerala","682035","2022","4",NULL,"295","391825"
"odisha","751006","2022","4",NULL,"333","391810"
"maharashtra","421301","2021","2",NULL,"511","391589"
"bihar","842001","2023","1",NULL,"297","391575"
"maharashtra","411046","2021","2",NULL,"586","390756"
"andhra-pradesh","517501","2022","2",NULL,"363","390709"
"rajasthan","302020","2021","4",NULL,"322","390572"
"assam","781011","2023","1",NULL,"251","390399"
"punjab","147001","2023","4",NULL,"190","390068"
"uttarakhand","248007","2022","4",NULL,"244","390067"
"odisha","751002","2022","4",NULL,"330","390061"
"gujarat","395003","2022","2",NULL,"395","390059"
"odisha","758001","2024","1",NULL,"246","389966"
"assam","781038","2024","2",NULL,"231","389677"
"chhattisgarh","494001","2023","2",NULL,"299","389643"
"tamil-nadu","635126","2022","1",NULL,"359","389526"
"rajasthan","302021","2022","1",NULL,"276","389478"
"telangana","500018","2021","2",NULL,"527","388530"
"kerala","682301","2023","2",NULL,"286","388465"
"jharkhand","831012","2023","3",NULL,"377","388045"
"kerala","673004","2023","4",NULL,"326","387589"
"west-bengal","700135","2022","2",NULL,"246","387539"
"kerala","695014","2023","2",NULL,"272","387218"
"bihar","842002","2022","4",NULL,"353","387096"
"kerala","673032","2023","2",NULL,"327","386815"
"andhra-pradesh","530016","2021","4",NULL,"293","386711"
"odisha","751019","2023","1",NULL,"232","386613"
"uttarakhand","263148","2024","3",NULL,"235","386121"
"andhra-pradesh","524002","2021","4",NULL,"373","385590"
"madhya-pradesh","462022","2022","3",NULL,"271","384616"
"uttar-pradesh","201102","2021","3",NULL,"417","384430"
"karnataka","560037","2020","4",NULL,"511","384244"
"chandigarh","160101","2024","2",NULL,"251","383991"
"uttar-pradesh","201301","2021","1",NULL,"697","383781"
"uttarakhand","246149","2024","1",NULL,"291","383558"
"goa","403401","2024","1",NULL,"282","383351"
"maharashtra","410206","2020","4",NULL,"446","383299"
"delhi","110086","2021","3",NULL,"523","383219"
"assam","781034","2024","3",NULL,"216","383219"
"punjab","160055","2024","3",NULL,"255","382244"
"rajasthan","302017","2022","2",NULL,"331","382114"
"chhattisgarh","494001","2022","4",NULL,"219","381730"
"odisha","751002","2023","3",NULL,"355","381118"
